ResponseId;Q120;MainBranch;Age;Employment;RemotoWork;CodingActivities;EdLevel;LearnCode.1;LearnCode.2;LearnCode.3;LearnCode.4;LearnCode.5;LearnCode.6;LearnCode.7;LearnCode.8;LearnCodeOnline;LearnCodeCoursesCert;YearsCode;YearsCodePro;DevType;OrgSize;PurchaseInfluence;TechList;BuyNewTool;Country;Currency;CompTotal;LanguageHaveWorkedWith;LanguageWantToWorkWith.1;LanguageWantToWorkWith.2;LanguageWantToWorkWith.3;LanguageWantToWorkWith.4;LanguageWantToWorkWith.5;LanguageWantToWorkWith.6;LanguageWantToWorkWith.7;LanguageWantToWorkWith.8;LanguageWantToWorkWith.9;LanguageWantToWorkWith.10;LanguageWantToWorkWith.11;LanguageWantToWorkWith.12;LanguageWantToWorkWith.13;DatabaseHaveWorkedWith;DatabaseWantToWorkWith;PlatformHaveWorkedWith;PlatformWantToWorkWith;WebframeHaveWorkedWith;WebframeWantToWorkWith;MiscTechHaveWorkedWith;MiscTechWantToWorkWith;ToolsTechHaveWorkedWith;ToolsTechWantToWorkWith;NEWCollabToolsHaveWorkedWith;NEWCollabToolsWantToWorkWith;OpSysPersonal use;OpSysProfessional use;OfficeStackAsyncHaveWorkedWith;OfficeStackAsyncWantToWorkWith;OfficeStackSyncHaveWorkedWith;OfficeStackSyncWantToWorkWith;AISearchHaveWorkedWith;AISearchWantToWorkWith;AIDevHaveWorkedWith;AIDevWantToWorkWith;NEWSOSites;SOVisitFreq;SOAccount;SOPartFreq;SOComm;SOAI;AISelect;AISent;AIAcc;AIBen;AIToolInterested in Using;AIToolCurrently Using;AIToolNot interested in Using;AINextVery different;AINextNeither different nor similar;AINextSomewhat similar;AINextVery similar;AINextSomewhat different;TBranch;ICorPM;WorkExp;Knowledge_1;Knowledge_2;Knowledge_3;Knowledge_4;Knowledge_5;Knowledge_6;Knowledge_7;Knowledge_8;Frequency_1;Frequency_2;Frequency_3;TimeSearching;TimeAnswering;ProfessionalTech;Industry;SurveyLength;SurveyEase;ConvertedCompYearly
747;I agree;I am a developer by profession;35-44 years old;Employed, full-time;Híbrido (alguns remotos, outros presenciais);"Hobby;Contribute to open-source projects;Freelance/contract work";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);;;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Stack Overflow";Udemy;20;15;Developer, full-stack;500 to 999 employees;I have some influence;Investigate;"Ask developers I know/work with;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";80000;"C#;Delphi;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;Visual Basic (.Net)";C#;Dart;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;Rust;SQL;;;;;"Firebird;MySQL;PostgreSQL;SQLite";"Elasticsearch;PostgreSQL;SQLite";VMware;"Amazon Web Services (AWS);Microsoft Azure";"ASP.NET;ASP.NET CORE;Flask;jQuery;Node.js;React;Vue.js";"ASP.NET;ASP.NET CORE;Blazor;Node.js;Vue.js";".NET (5+) ;.NET Framework (1.0 - 4.8)";".NET (5+) ;.NET Framework (1.0 - 4.8);.NET MAUI;Apache Kafka;Flutter;RabbitMQ;TensorFlow";"Ant;Docker;MSBuild;NuGet;Pip;Visual Studio Solution";"Docker;Kubernetes;MSBuild;NuGet;Terraform;Visual Studio Solution";"Android Studio;Eclipse;Netbeans;Notepad++;Visual Studio Code;Xcode";"Android Studio;Notepad++;Visual Studio Code";"iOS;Windows";"Android;iOS;Windows";"Markdown File;Redmine";"Markdown File;Redmine;Stack Overflow for Teams";"Microsoft Teams;Rocketchat;Skype;Whatsapp;Zoom";"Discord;Microsoft Teams;Slack";NA;NA;GitHub Copilot;GitHub Copilot;"Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)";Daily or almost daily;Yes;A few times per week;Yes, somewhat;I don't think that SO should use AI.;No, but I plan to soon;Favorable;NA;Somewhat distrust;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;17;Agree;Strongly agree;Neither agree nor disagree;Agree;Agree;Strongly agree;Agree;Agree;1-2 times a week;1-2 times a week;Never;30-60 minutes a day;30-60 minutes a day;"DevOps function;Automated testing;Innersource initiative;Continuous integration (CI) and (more often) continuous delivery";Information Services, IT, Software Development, or other Technology;Appropriate in length;Neither easy nor difficult;16230
777;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Remoto;"Hobby;School or academic work";Some college/university study without earning a degree;Books / Physical media;Colleague;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial";"Codecademy;edX;Udemy;Pluralsight;Coursera;Udacity";15;10;Developer, front-end;500 to 999 employees;I have little or no influence;NA;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit";Brazil;"BRL	Brazilian real";180000;"HTML/CSS;JavaScript";HTML/CSS;JavaScript;;;;;;;;;;;;Elasticsearch;Elasticsearch;"Amazon Web Services (AWS);Digital Ocean;Google Cloud;Microsoft Azure;Netlify";"Amazon Web Services (AWS);Netlify";"Angular;AngularJS;Gatsby;Next.js;Node.js;React;Spring Boot;Vue.js;WordPress";"Node.js;React";"Cordova;Ionic;Opencv;OpenGL;Quarkus;React Native;Spring Framework;Xamarin";React Native;"Ant;Chocolatey;Composer;Docker;Gradle;Homebrew;Kubernetes;Maven (build tool);npm;Pip;Puppet;Terraform;Visual Studio Solution;Webpack;Yarn";"Docker;Kubernetes;npm;Pip;Terraform;Visual Studio Solution;Webpack;Yarn";"Android Studio;Atom;Eclipse;IntelliJ IDEA;Notepad++;Sublime Text;Vim;Visual Studio Code;WebStorm";"Notepad++;Visual Studio Code";"Android;Windows;Windows Subsystem for Linux (WSL)";"Android;Windows;Windows Subsystem for Linux (WSL)";"Azure Devops;Confluence;Markdown File;Notion;Redmine;Trello;Wikis;Workzone;YouTrack";"Azure Devops;Confluence;Markdown File;Miro;Notion;Wikis";"Discord;Google Chat;Google Meet;Microsoft Teams;Rocketchat;Skype;Slack;Telegram;Whatsapp;Wire;Zoom";"Discord;Google Meet;Microsoft Teams;Skype;Slack;Whatsapp;Wire;Zoom";NA;NA;"GitHub Copilot;Tabnine";NA;"Stack Overflow;Stack Exchange";A few times per week;Yes;Less than once per month or monthly;No, not really;I have a positive opinion about this company using AI tools to improve my search for solutions and help me to write a better code.;Yes;Favorable;"Increase productivity;Speed up learning;Improve accuracy in coding";Neither trust nor distrust;"Learning about a codebase;Writing code;Committing and reviewing code;Deployment and monitoring";"Debugging and getting help;Testing code";"Project planning;Documenting code;Collaborating with teammates ";;;"Debugging and getting help;Testing code";;;Yes;Individual contributor;13;Disagree;Neither agree nor disagree;Agree;Agree;Strongly agree;Neither agree nor disagree;Agree;Neither agree nor disagree;1-2 times a week;1-2 times a week;3-5 times a week;15-30 minutes a day;15-30 minutes a day;"DevOps function;Microservices;Observability tools;Continuous integration (CI) and (more often) continuous delivery";Information Services, IT, Software Development, or other Technology;Appropriate in length;Neither easy nor difficult;36518
841;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Remoto;"Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;School or academic work";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Other (please specify):;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Stack Overflow;Certification videos";"edX;Udemy;Coursera;Udacity";11;7;Developer, full-stack;10 to 19 employees;I have a great deal of influence;Other;"Start a free trial;Visit developer communities like Stack Overflow;Other (please specify):";Brazil;"BRL	Brazilian real";120000;"Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript";Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Rust;Solidity;SQL;TypeScript;;;;;"PostgreSQL;SQLite";"MongoDB;PostgreSQL;SQLite";"Amazon Web Services (AWS);Cloudflare;Firebase;Vercel";"Amazon Web Services (AWS);Cloudflare;Firebase;Vercel";"Django;Express;jQuery;NestJS;Node.js;React;Vue.js";"Django;Express;NestJS;Node.js;Qwik;React;Remix;Solid.js;Svelte;Vue.js";"Electron;NumPy";"Electron;NumPy;Tauri";"Docker;npm;Pip;Yarn";"Docker;npm;Pip;Yarn";"IPython;Jupyter Notebook/JupyterLab;Visual Studio Code";"IPython;Jupyter Notebook/JupyterLab;Neovim;Vim;Visual Studio Code";"Ubuntu;Windows Subsystem for Linux (WSL)";"Ubuntu;Windows Subsystem for Linux (WSL)";Clickup;"Clickup;Miro;Notion;Trello";"Discord;Google Meet;Jitsi;Microsoft Teams;Telegram;Zoom";"Discord;Microsoft Teams;Telegram";ChatGPT;ChatGPT;NA;NA;"Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Collectives on Stack Overflow";Multiple times per day;Yes;A few times per week;Yes, somewhat;It surely could be tailored to align with the community values and help newcomers to start using the platform.;No, but I plan to soon;Very favorable;NA;Neither trust nor distrust;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;7;Strongly agree;Strongly agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Agree;1-2 times a week;6-10 times a week;Never;15-30 minutes a day;15-30 minutes a day;"DevOps function;Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s)";Legal Services;Appropriate in length;Easy;24345
878;I agree;I am a developer by profession;35-44 years old;Employed, full-time;Remoto;Hobby;Master’s degree (M.A., M.S., M.Eng., MBA, etc.);Books / Physical media;Online Courses or Certification;On the job training;School (i.e., University, College, etc);;;;;NA;Other;25;23;Developer, full-stack;1,000 to 4,999 employees;I have little or no influence;NA;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";140000;"Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL";Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;;;;;;;;;Oracle;Oracle;NA;NA;NA;NA;NA;NA;"Docker;Maven (build tool)";"Docker;Maven (build tool)";Netbeans;Netbeans;Ubuntu;Ubuntu;"Markdown File;Redmine";"Markdown File;Redmine";"Google Chat;Google Meet;Whatsapp";"Google Chat;Google Meet;Whatsapp";NA;NA;NA;NA;"Stack Overflow;Stack Exchange";Multiple times per day;Yes;Multiple times per day;Yes, definitely;There's no need to use AI. This: https://meta.stackexchange.com/a/314304/401803 could improve the site A LOT, without any complicated AI (just plain old and simple web UX);No, and I don't plan to;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Neither easy nor difficult;28403
950;I agree;I am a developer by profession;18-24 years old;Employed, full-time;Híbrido (alguns remotos, outros presenciais);"Hobby;Contribute to open-source projects";Associate degree (A.A., A.S., etc.);Colleague;Friend or family member;Online Courses or Certification;On the job training;School (i.e., University, College, etc);Coding Bootcamp;Other (please specify):;;NA;"Other;Udemy";7;5;Developer, full-stack;500 to 999 employees;I have some influence;Other;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Other (please specify):";Brazil;"BRL	Brazilian real";70502;"JavaScript;PHP;TypeScript";Kotlin;Rust;TypeScript;;;;;;;;;;;"Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite";"Elasticsearch;MongoDB;MySQL;Redis;SQLite";Amazon Web Services (AWS);"Amazon Web Services (AWS);Digital Ocean;Vercel";"Express;Fastify;Laravel;NestJS;Node.js;React;Vue.js";"Angular;NestJS;Node.js;React";"RabbitMQ;React Native";"GTK;Qt;RabbitMQ;React Native";"APT;CMake;Docker;Kubernetes;npm;Vite;Webpack;Yarn";"Docker;Kubernetes;Vite;Yarn";Visual Studio Code;"Visual Studio Code;WebStorm";"iOS;Ubuntu;Windows";"Ubuntu;Windows";"Basecamp;Confluence;Jira;Notion";"Basecamp;Confluence;Jira;Notion";"Discord;Google Meet;Zoom";"Discord;Google Meet;Zoom";ChatGPT;ChatGPT;NA;NA;"Stack Overflow;Stack Exchange;Collectives on Stack Overflow";Daily or almost daily;Yes;A few times per month or weekly;Yes, definitely;I guess that's is a good idea, personally i feel like we're going to be substituted by the AI and it hurts my ego but i know thats a good thing in the end;Yes;Very favorable;"Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding";Somewhat trust;"Learning about a codebase;Project planning;Documenting code;Deployment and monitoring";"Writing code;Debugging and getting help;Testing code;Committing and reviewing code";;;;"Writing code;Committing and reviewing code";;"Debugging and getting help;Testing code";Yes;Individual contributor;5;Strongly agree;Agree;Disagree;Neither agree nor disagree;Strongly agree;Agree;Strongly disagree;Disagree;Never;1-2 times a week;1-2 times a week;15-30 minutes a day;Less than 15 minutes a day;"DevOps function;Microservices;Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery";NA;Appropriate in length;Neither easy nor difficult;14303
956;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Híbrido (alguns remotos, outros presenciais);Hobby;Master’s degree (M.A., M.S., M.Eng., MBA, etc.);Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);;;;"Formal documentation provided by the owner of the tech;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Click to write Choice 20;Stack Overflow";Udemy;11;3;Developer, desktop or enterprise applications;1,000 to 4,999 employees;I have little or no influence;NA;"Start a free trial;Ask developers I know/work with";Brazil;"BRL	Brazilian real";280000;"Clojure;GDScript;Python";Clojure;GDScript;Python;Rust;;;;;;;;;;NA;NA;NA;NA;NA;NA;CUDA;CUDA;"Boost.Test;Catch2;CMake";"Boost.Test;CMake";"CLion;Nano;PyCharm;Visual Studio Code";"CLion;Nano;PyCharm";"Debian;Other Linux-based";"Debian;Other Linux-based";"Jira;Trello";Jira;"Discord;Google Chat;Google Meet;Microsoft Teams;Telegram;Zoom;Zulip";"Microsoft Teams;Telegram;Zulip";NA;NA;NA;NA;Stack Overflow;A few times per month or weekly;Yes;Less than once per month or monthly;Yes, somewhat;NA;No, but I plan to soon;Favorable;NA;Somewhat trust;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Easy;56805
974;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Remoto;"Hobby;Contribute to open-source projects";Master’s degree (M.A., M.S., M.Eng., MBA, etc.);On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Other (please specify):;;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Online challenges (e.g., daily or weekly coding challenges);Click to write Choice 20;Stack Overflow";NA;17;6;Developer, full-stack;2 to 9 employees;I have a great deal of influence;Investigate;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Other (please specify):";Brazil;"BRL	Brazilian real";220000;"Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript";HTML/CSS;Rust;TypeScript;;;;;;;;;;;"Cloud Firestore;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;SQLite;Supabase";"Elasticsearch;PostgreSQL;Supabase";"Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Heroku;Hetzner;Microsoft Azure;Vercel";"Hetzner;Vercel";"Express;jQuery;Next.js;Node.js;React;Svelte;WordPress";"Deno;Express;Next.js;Node.js;Svelte;Vue.js";React Native;Flutter;"Docker;Gradle;Homebrew;Make;Maven (build tool);npm;pnpm;Vite;Webpack;Yarn";"Docker;Homebrew;Vite";"Android Studio;IntelliJ IDEA;Vim;Visual Studio Code;Xcode";"Vim;Visual Studio Code";"Android;Cygwin;MacOS;Ubuntu;Windows";"Android;iOS;MacOS";"Azure Devops;Miro;Monday.com;Notion;Trello";"Monday.com;Notion;Trello";"Discord;Google Meet;Microsoft Teams;Slack;Whatsapp";"Discord;Google Meet;Slack";ChatGPT;ChatGPT;NA;NA;"Stack Overflow;Stack Exchange";Multiple times per day;Yes;A few times per month or weekly;Yes, somewhat;answer poster while he's writing the question;Yes;Indifferent;Speed up learning;Somewhat distrust;;"Learning about a codebase;Debugging and getting help";"Project planning;Writing code;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ";;;;;"Learning about a codebase;Debugging and getting help";Yes;Individual contributor;6;Strongly agree;Strongly disagree;Strongly agree;Neither agree nor disagree;Strongly agree;Disagree;Neither agree nor disagree;Agree;Never;1-2 times a week;Never;30-60 minutes a day;Less than 15 minutes a day;"DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery";Information Services, IT, Software Development, or other Technology;Appropriate in length;Neither easy nor difficult;44633
984;I agree;I am a developer by profession;18-24 years old;Employed, full-time;Presencial;"Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses";Associate degree (A.A., A.S., etc.);Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);;;;;;"Formal documentation provided by the owner of the tech;Recorded coding sessions;Video-based Online Courses";"Codecademy;Udemy";5;4;Developer, full-stack;10 to 19 employees;I have some influence;Investigate;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";31000;"Dart;HTML/CSS;JavaScript;Python;SQL";Rust;;;;;;;;;;;;;"Dynamodb;MongoDB;PostgreSQL;SQLite";Redis;"Amazon Web Services (AWS);Digital Ocean;Netlify";NA;"Django;Express;NestJS;Next.js;Node.js;React";"Solid.js;Svelte";Flutter;RabbitMQ;NA;NA;Visual Studio Code;NA;"MacOS;Windows";;Trello;NA;Discord;NA;NA;NA;NA;NA;"Stack Overflow;Stack Exchange";Daily or almost daily;Yes;I have never participated in Q&A on Stack Overflow;No, not at all;NA;No, and I don't plan to;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Easy;6289
1110;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Remoto;"Hobby;Professional development or self-paced learning from online courses;Freelance/contract work;School or academic work";Master’s degree (M.A., M.S., M.Eng., MBA, etc.);Books / Physical media;Colleague;Hackathons (virtual or in-person);Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Online challenges (e.g., daily or weekly coding challenges);Stack Overflow";"edX;Udemy;Coursera";15;15;Developer, full-stack;1,000 to 4,999 employees;I have little or no influence;NA;"Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd";Brazil;"BRL	Brazilian real";110400;"C;C#;C++;Elixir;F#;Java;JavaScript;Objective-C;PHP;SQL;TypeScript;VBA;Visual Basic (.Net)";C#;JavaScript;SQL;TypeScript;;;;;;;;;;"Cassandra;Dynamodb;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis";"Dynamodb;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL";"Amazon Web Services (AWS);Google Cloud;Microsoft Azure;VMware";"Amazon Web Services (AWS);Microsoft Azure";"Angular;ASP.NET;ASP.NET CORE;CodeIgniter;Express;jQuery;Next.js;Node.js;Vue.js;WordPress";"Angular;ASP.NET CORE;Express;jQuery;Next.js;Node.js;React;Vue.js";".NET (5+) ;.NET Framework (1.0 - 4.8);Electron;Spring Framework;SwiftUI;Xamarin";".NET (5+) ;Flutter;RabbitMQ;React Native";"Docker;Kubernetes;npm";"Docker;Kubernetes";"Android Studio;Atom;Eclipse;Netbeans;Notepad++;Qt Creator;Rider;Visual Studio Code;Xcode";Visual Studio Code;"iOS;MacOS;Ubuntu;Windows";"iOS;Ubuntu;Windows";"Azure Devops;Jira";Azure Devops;"Google Chat;Google Meet;Microsoft Teams;Whatsapp";"Google Meet;Microsoft Teams";ChatGPT;ChatGPT;NA;NA;"Stack Overflow;Stack Exchange;Collectives on Stack Overflow";Multiple times per day;Yes;Less than once per month or monthly;Yes, somewhat;Great to help our moderate team to filter and also elaborate answers to simple questions;No, but I plan to soon;Very favorable;NA;Somewhat trust;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;16;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;1-2 times a week;6-10 times a week;3-5 times a week;30-60 minutes a day;Less than 15 minutes a day;"DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery";Retail and Consumer Services;Appropriate in length;Easy;22398
1208;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Presencial;Hobby;Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Other online resources (e.g., videos, blogs, forum);;;;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books";NA;13;4;Developer, desktop or enterprise applications;2 to 9 employees;I have some influence;Investigate;"Ask developers I know/work with;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";40000;"HTML/CSS;JavaScript;TypeScript";HTML/CSS;JavaScript;TypeScript;;;;;;;;;;;Firebird;"MySQL;PostgreSQL";NA;NA;"Express;Node.js;React";"Express;Next.js;Node.js;React";Electron;Electron;"npm;Yarn";NA;Visual Studio Code;Visual Studio Code;Windows;Windows;NA;NA;NA;NA;"ChatGPT;Phind";"ChatGPT;Phind";NA;NA;"Stack Overflow;Stack Exchange";Daily or almost daily;Yes;A few times per week;Neutral;NA;Yes;Favorable;Increase productivity;Somewhat distrust;"Documenting code;Debugging and getting help;Testing code;Committing and reviewing code";Writing code;"Learning about a codebase;Project planning;Deployment and monitoring;Collaborating with teammates ";;;;;Writing code;Yes;Individual contributor;4;Agree;Disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;1-2 times a week;1-2 times a week;1-2 times a week;30-60 minutes a day;Less than 15 minutes a day;Automated testing;Information Services, IT, Software Development, or other Technology;Too long;Neither easy nor difficult;8115
1234;I agree;I am not primarily a developer, but I write code sometimes as part of my work/studies;25-34 years old;Independent contractor, freelancer, or self-employed;Remoto;"Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses;Freelance/contract work";Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.); videos, blogs, forum;Other (please specify):;;;;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Click to write Choice 20;Stack Overflow";NA;15;15;DevOps specialist;2 to 9 employees;I have a great deal of influence;Investigate;"Start a free trial;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";480000;"Bash/Shell (all shells);JavaScript;PHP;TypeScript";Bash/Shell (all shells);JavaScript;TypeScript;;;;;;;;;;;"Dynamodb;Elasticsearch;MariaDB;MySQL;PostgreSQL";"Dynamodb;Elasticsearch;PostgreSQL";Amazon Web Services (AWS);"Amazon Web Services (AWS);Vercel";"Angular;Express;Laravel;Node.js;React";"Angular;Laravel;Node.js;React";"Capacitor;Cordova;Electron;Ionic";"Electron;React Native";"Composer;Docker;Gradle;npm;Yarn";"Composer;Docker;Yarn";"Android Studio;PhpStorm;Visual Studio Code;WebStorm";"PhpStorm;WebStorm";Ubuntu;"Ubuntu;Windows";"Clickup;Markdown File;Trello";"Clickup;Markdown File";"Google Meet;Whatsapp";"Google Meet;Slack;Whatsapp";NA;NA;NA;NA;"Stack Overflow;Stack Exchange";Multiple times per day;Yes;Multiple times per day;Yes, definitely;NA;No, and I don't plan to;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Easy;97381
1235;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Remoto;I don’t code outside of work;Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;;;;;;;;NA;NA;10;9;Developer, back-end;5,000 to 9,999 employees;I have some influence;Investigate;"Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit";Brazil;"BRL	Brazilian real";400000;"C;C++;Java;JavaScript;Kotlin";Java;JavaScript;Kotlin;Rust;;;;;;;;;;"BigQuery;Cassandra;MongoDB;MySQL;PostgreSQL";"BigQuery;MongoDB;MySQL;PostgreSQL";"Amazon Web Services (AWS);Google Cloud";NA;"Flask;jQuery;Node.js;React;Spring Boot";"Node.js;React;Spring Boot";Spring Framework;Spring Framework;"Docker;Gradle;Maven (build tool);Webpack;Yarn";"Docker;Gradle;Webpack;Yarn";"Eclipse;IntelliJ IDEA;RubyMine;Visual Studio Code;WebStorm";"IntelliJ IDEA;Visual Studio Code;WebStorm";"Android;MacOS";"Android;MacOS";Stack Overflow for Teams;Stack Overflow for Teams;Slack;Slack;NA;NA;NA;NA;"Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)";Daily or almost daily;Yes;A few times per month or weekly;Yes, somewhat;NA;Yes;Favorable;"Greater efficiency;Speed up learning";Neither trust nor distrust;"Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ";;Documenting code;NA;NA;NA;NA;NA;Yes;People manager;9;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;1-2 times a week;1-2 times a week;1-2 times a week;15-30 minutes a day;15-30 minutes a day;"DevOps function;Microservices;Automated testing;Observability tools;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s)";Information Services, IT, Software Development, or other Technology;Appropriate in length;Neither easy nor difficult;81150
1303;I agree;I am not primarily a developer, but I write code sometimes as part of my work/studies;45-54 years old;Independent contractor, freelancer, or self-employed;Híbrido (alguns remotos, outros presenciais);"Hobby;Freelance/contract work";Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.);Books / Physical media;Friend or family member;On the job training;Other online resources (e.g., videos, blogs, forum);;;;;"Formal documentation provided by the owner of the tech;Stack Overflow";NA;24;14;Scientist;10 to 19 employees;I have a great deal of influence;Given a list;"Start a free trial;Ask developers I know/work with;Research companies that have emailed me";Brazil;"BRL	Brazilian real";NA;"C#;Fortran;HTML/CSS;JavaScript;PowerShell;Python;VBA;Visual Basic (.Net)";NA;;;;;;;;;;;;;NA;NA;NA;NA;NA;NA;.NET Framework (1.0 - 4.8);NA;NA;NA;NA;NA;"BSD;MacOS;Windows";;NA;NA;"Discord;Skype;Whatsapp";Discord;NA;NA;NA;NA;Stack Overflow;Daily or almost daily;Yes;A few times per month or weekly;Yes, definitely;Filtering composite layouts for typing addiction, shortened expressions, and identifying similar patterns in composition and themes that could be from the same person across multiple accounts.;No, and I don't plan to;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;20;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Never;Never;Never;30-60 minutes a day;Less than 15 minutes a day;"Automated testing;Observability tools";NA;Too long;Neither easy nor difficult;NA
